ticker,marketCap,sector,industry,sharesOut,last_close,nonzero_days_60d,pct_nonzero_60d,max_consec_zero_60d,med_value_90d,med_volume_90d,turnover_med,status,why
BRIS.JK,124549110693888.0,Financial Services,Banks - Regional,46129299456.0,2700.0,60,1.0,0,80623150000.0,29821950.0,0.000646486080467,ACTIVE,pass
AADI.JK,57038969241600.0,Energy,Thermal Coal,7786890240.0,7325.0,60,1.0,0,79166632500.0,11953950.0,0.0015351378575486,ACTIVE,pass
AMRT.JK,97582571323392.0,Consumer Defensive,Grocery Stores,41524498432.0,2350.0,60,1.0,0,73015681000.0,29108150.0,0.0007009873953725,ACTIVE,pass
RAJA.JK,11201762295808.0,Utilities,Utilities - Regulated Gas,4227079936.0,2650.0,60,1.0,0,70487438000.0,32716050.0,0.0077396336230533,ACTIVE,pass
PGAS.JK,40846925758464.0,Utilities,Utilities - Regulated Gas,24241500160.0,1685.0,60,1.0,0,66136730000.0,41370000.0,0.0017065775520057,ACTIVE,pass
RATU.JK,19751988363264.0,Energy,Oil & Gas E&P,2715049984.0,7275.0,60,1.0,0,65992526250.0,9925400.0,0.0036556969700341,ACTIVE,pass
INDF.JK,71560505327616.0,Consumer Defensive,Packaged Foods,8780430336.0,8150.0,60,1.0,0,59725092500.0,7531450.0,0.0008577540862799,ACTIVE,pass
DEWA.JK,9032602484736.0,Energy,Thermal Coal,40687398912.0,222.0,60,1.0,0,58727962500.0,366053050.0,0.0089967178976397,ACTIVE,pass
KLBF.JK,62415647539200.0,Healthcare,Drug Manufacturers - General,45393199104.0,1375.0,60,1.0,0,53645198750.0,37523050.0,0.0008266227263258,ACTIVE,pass
TCPI.JK,30375000670208.0,Industrials,Marine Shipping,5000000000.0,6075.0,60,1.0,0,53534040000.0,9341750.0,0.00186835,ACTIVE,pass
PSAB.JK,11113200615424.0,Basic Materials,Gold,26460000256.0,420.0,60,1.0,0,51100210500.0,141129000.0,0.0053336734177845,ACTIVE,pass
INCO.JK,42264596316160.0,Basic Materials,Other Industrial Metals & Mining,10539799552.0,4010.0,60,1.0,0,50417865000.0,16325000.0,0.0015488909366309,ACTIVE,pass
TOBA.JK,8628983037952.0,Energy,Thermal Coal,8257399808.0,1045.0,59,0.983,1,50231414150.0,78696850.0,0.0095304638057801,ACTIVE,pass
MEDC.JK,29743015526400.0,Energy,Oil & Gas E&P,24682999808.0,1205.0,60,1.0,0,47058271250.0,39616550.0,0.0016050135845789,ACTIVE,pass
JPFA.JK,18488043241472.0,Consumer Defensive,Farm Products,8716080128.0,1590.0,60,1.0,0,43523270000.0,26508300.0,0.0030413098102257,ACTIVE,pass
UNVR.JK,66762502569984.0,Consumer Defensive,Household & Personal Products,38150000640.0,1750.0,60,1.0,0,43092306250.0,28933500.0,0.0007584141419296,ACTIVE,pass
INKP.JK,43767839064064.0,Basic Materials,Paper & Paper Products,5470980096.0,8000.0,60,1.0,0,40708122500.0,6947100.0,0.0012698090430047,ACTIVE,pass
PTBA.JK,27634559877120.0,Energy,Thermal Coal,11514399744.0,2400.0,60,1.0,0,37346193000.0,14204200.0,0.0012336031678422,ACTIVE,pass
CBDK.JK,33021575036928.0,Real Estate,Real Estate Services,5668939776.0,5825.0,60,1.0,0,36140670000.0,6297500.0,0.0011108779152428,ACTIVE,pass
ITMG.JK,26383631777792.0,Energy,Thermal Coal,1129920000.0,23350.0,60,1.0,0,35912945000.0,1600900.0,0.0014168259699801,ACTIVE,pass
ISAT.JK,73209319784448.0,Communication Services,Telecom Services,32250800128.0,2270.0,60,1.0,0,34881335500.0,18691600.0,0.0005795701168905,ACTIVE,pass
BBTN.JK,15648355778560.0,Financial Services,Banks - Regional,14034400256.0,1115.0,60,1.0,0,31648357250.0,28099150.0,0.0020021625069433,ACTIVE,pass
PNLF.JK,8005524914176.0,Financial Services,Banks - Regional,32022099968.0,250.0,60,1.0,0,31531420300.0,104726850.0,0.0032704554075046,ACTIVE,pass
COIN.JK,23529439363072.0,,,14705899520.0,1600.0,20,0.87,2,29964027000.0,37690600.0,0.0025629578081055,ACTIVE,pass
ADMR.JK,45788176580608.0,Basic Materials,Coking Coal,40882298880.0,1120.0,60,1.0,0,29821335000.0,31563700.0,0.0007720627475633,ACTIVE,pass
SMGR.JK,16743819902976.0,Basic Materials,Building Materials,6751540224.0,2480.0,60,1.0,0,29188381500.0,11320750.0,0.0016767655415511,ACTIVE,pass
ERAA.JK,6944739819520.0,Consumer Cyclical,Specialty Retail,15783499776.0,440.0,60,1.0,0,28970333500.0,61242850.0,0.0038801818905287,ACTIVE,pass
SMIL.JK,3028078034944.0,Industrials,Rental & Leasing Services,8751670272.0,346.0,60,1.0,0,28839160100.0,105306250.0,0.0120327030986205,ACTIVE,pass
DKFT.JK,4851871252480.0,Basic Materials,Other Industrial Metals & Mining,5513489920.0,880.0,60,1.0,0,27936114400.0,55092050.0,0.0099922282981157,ACTIVE,pass
CMNT.JK,14128537141248.0,Basic Materials,Building Materials,17125499904.0,825.0,60,1.0,0,25955466000.0,30809850.0,0.001799062811171,ACTIVE,pass
AKRA.JK,25777403854848.0,Energy,Oil & Gas Refining & Marketing,19752800256.0,1305.0,60,1.0,0,25759580000.0,21303500.0,0.0010785053118495,ACTIVE,pass
ACES.JK,8129100120064.0,Consumer Cyclical,Specialty Retail,17150000128.0,474.0,60,1.0,0,25452933000.0,49262100.0,0.0028724256345381,ACTIVE,pass
SCMA.JK,14978306277376.0,Communication Services,Broadcasting,63467401216.0,236.0,60,1.0,0,24143758500.0,146310650.0,0.0023052881825436,ACTIVE,pass
MAPI.JK,19919999598592.0,Consumer Cyclical,Department Stores,16600000512.0,1200.0,60,1.0,0,24058180000.0,18546200.0,0.0011172409293959,ACTIVE,pass
MIKA.JK,33517075431424.0,Healthcare,Medical Care Facilities,13907500032.0,2410.0,60,1.0,0,23585920500.0,9240500.0,0.0006644256680739,ACTIVE,pass
INET.JK,2425965248512.0,Communication Services,Telecom Services,8423490048.0,288.0,57,0.95,3,23359621500.0,156415600.0,0.0185689778356345,ACTIVE,pass
TINS.JK,7484988719104.0,Basic Materials,Other Industrial Metals & Mining,7447750144.0,1005.0,60,1.0,0,23322182250.0,24409100.0,0.0032773790108499,ACTIVE,pass
SSIA.JK,11564975390720.0,Industrials,Engineering & Construction,4625990144.0,2500.0,60,1.0,0,22954842750.0,20629700.0,0.0044595209582876,ACTIVE,pass
EXCL.JK,47898574192640.0,Communication Services,Telecom Services,18143399936.0,2640.0,60,1.0,0,22709440500.0,10130150.0,0.000558338020202,ACTIVE,pass
MSIN.JK,30095393685504.0,Communication Services,Entertainment,60676198400.0,496.0,60,1.0,0,22617971700.0,44533600.0,0.0007339550132395,ACTIVE,pass
MAPA.JK,18385079369728.0,Consumer Cyclical,Specialty Retail,28504000512.0,645.0,60,1.0,0,21383052000.0,30390650.0,0.0010661889367847,ACTIVE,pass
CTRA.JK,17701594464256.0,Real Estate,Real Estate - Development,18535700480.0,955.0,60,1.0,0,21083397750.0,21555750.0,0.0011629315020092,ACTIVE,pass
MERI.JK,287766151168.0,,,1035129984.0,278.0,21,0.955,1,20723442600.0,54006250.0,0.052173399316776,ACTIVE,pass
ITMA.JK,739299229696.0,Basic Materials,Other Industrial Metals & Mining,999052992.0,740.0,60,1.0,0,20572161500.0,25095100.0,0.025118887787686,ACTIVE,pass
ENRG.JK,14167928995840.0,Energy,Oil & Gas E&P,25996199936.0,545.0,60,1.0,0,20213283000.0,75365400.0,0.0028990929514906,ACTIVE,pass
HRTA.JK,3384865980416.0,Consumer Cyclical,Luxury Goods,4605259776.0,735.0,60,1.0,0,19258273250.0,31544900.0,0.0068497547444324,ACTIVE,pass
CYBR.JK,5976791973888.0,Technology,Software - Infrastructure,6640880128.0,900.0,60,1.0,0,18991778500.0,19972850.0,0.0030075606869921,ACTIVE,pass
SMRA.JK,6834560696320.0,Real Estate,Real Estate - Development,16508600320.0,414.0,60,1.0,0,18575841900.0,45994000.0,0.0027860629676931,ACTIVE,pass
INDY.JK,6997617934336.0,Energy,Thermal Coal,5202690048.0,1345.0,60,1.0,0,18256346000.0,13406150.0,0.0025767727610745,ACTIVE,pass
HEAL.JK,25277069524992.0,Healthcare,Medical Care Facilities,15365999616.0,1645.0,60,1.0,0,18175529000.0,14490350.0,0.0009430138202601,ACTIVE,pass
EMTK.JK,53810063998976.0,Communication Services,Broadcasting,61147799552.0,880.0,60,1.0,0,17360814750.0,32850500.0,0.0005372311062814,ACTIVE,pass
DSNG.JK,15740702818304.0,Consumer Defensive,Farm Products,10599799808.0,1485.0,60,1.0,0,17143117000.0,21909550.0,0.0020669777162644,ACTIVE,pass
TAPG.JK,29480963801088.0,Consumer Defensive,Farm Products,19852500992.0,1485.0,60,1.0,0,17003512000.0,16827350.0,0.0008476186454684,ACTIVE,pass
FILM.JK,39957494235136.0,Communication Services,Entertainment,10887600128.0,3670.0,60,1.0,0,16983790175.38452,6866200.0,0.0006306440280022,ACTIVE,pass
MARK.JK,2545999937536.0,Healthcare,Medical Instruments & Supplies,3800000000.0,670.0,60,1.0,0,16251961500.0,21839350.0,0.005747197368421,ACTIVE,pass
JSMR.JK,25547702796288.0,Industrials,Infrastructure Operations,7257869824.0,3520.0,60,1.0,0,16007687000.0,4305350.0,0.000593197467632,ACTIVE,pass
INTP.JK,21533049225216.0,Basic Materials,Building Materials,3515599872.0,6125.0,60,1.0,0,15620993750.0,3100900.0,0.0008820400821769,ACTIVE,pass
ESSA.JK,10336199507968.0,Basic Materials,Chemicals,17226999808.0,600.0,60,1.0,0,15390222750.0,25557500.0,0.0014835723158324,ACTIVE,pass
UNIQ.JK,1261869989888.0,Energy,Thermal Coal,3138980096.0,402.0,60,1.0,0,15328451200.0,33549500.0,0.0106880257198037,ACTIVE,pass
BTPS.JK,11092981972992.0,Financial Services,Banks - Regional,7703459840.0,1440.0,60,1.0,0,14311568500.0,11613450.0,0.0015075628667131,ACTIVE,pass
SIDO.JK,15189074247680.0,Healthcare,Drug Manufacturers - Specialty & Generic,29782499328.0,510.0,60,1.0,0,14103892250.0,26875700.0,0.0009023990802119,ACTIVE,pass
PTPP.JK,2399911804928.0,Industrials,Engineering & Construction,6185339904.0,388.0,60,1.0,0,13714088600.0,34811250.0,0.0056280253858786,ACTIVE,pass
PWON.JK,17819051753472.0,Real Estate,Real Estate - Diversified,48159600640.0,370.0,60,1.0,0,13618696100.0,37502450.0,0.0007787118145006,ACTIVE,pass
FORE.JK,4994281504768.0,Consumer Cyclical,Restaurants,8918360064.0,560.0,60,1.0,0,13568239000.0,25899550.0,0.0029040709069985,ACTIVE,pass
ARTO.JK,25782017589248.0,Financial Services,Banks - Regional,13861300224.0,1860.0,60,1.0,0,13024346250.0,7537850.0,0.0005438054062885,ACTIVE,pass
LSIP.JK,9070546255872.0,Consumer Defensive,Farm Products,6819959808.0,1330.0,60,1.0,0,12690601000.0,10112100.0,0.0014827213480258,ACTIVE,pass
HRUM.JK,11200535461888.0,Energy,Thermal Coal,13177100288.0,850.0,60,1.0,0,12590820250.0,15724800.0,0.0011933429704803,ACTIVE,pass
SSMS.JK,12858750402560.0,Consumer Defensive,Farm Products,9525000192.0,1350.0,60,1.0,0,12346426000.0,8559050.0,0.0008985879083959,ACTIVE,pass
PSAT.JK,2193877893120.0,,,1482349952.0,1480.0,24,1.0,0,12271287250.0,6717650.0,0.0045317571541972,ACTIVE,pass
ELSA.JK,3503280095232.0,Energy,Oil & Gas Equipment & Services,7298500096.0,480.0,60,1.0,0,12214613500.0,25176250.0,0.0034495101279505,ACTIVE,pass
BLOG.JK,1615396208640.0,,,3379490048.0,478.0,22,1.0,0,12072050800.0,25235950.0,0.0074673840258635,ACTIVE,pass
STAA.JK,10467264167936.0,Consumer Defensive,Farm Products,10903400448.0,960.0,60,1.0,0,11900738500.0,14359650.0,0.0013169882247729,ACTIVE,pass
DATA.JK,2674375000064.0,Communication Services,Telecom Services,1375000064.0,1945.0,60,1.0,0,11811286000.0,8704450.0,0.0063305087962526,ACTIVE,pass
KPIG.JK,19706534690816.0,Real Estate,Real Estate Services,97557102592.0,202.0,60,1.0,0,11709854200.0,70549250.0,0.0007231585207593,ACTIVE,pass
BSDE.JK,17462689005568.0,Real Estate,Real Estate - Development,20913399808.0,835.0,60,1.0,0,11443401250.0,14258300.0,0.0006817781963191,ACTIVE,pass
ARCI.JK,17757024288768.0,Basic Materials,Gold,24835000320.0,715.0,55,0.917,4,9886651800.0,24596500.0,0.0009903966049153,ACTIVE,pass
BNGA.JK,42738850463744.0,Financial Services,Banks - Regional,71286896.0,1700.0,60,1.0,0,9833572250.0,5796500.0,0.0813122793283074,ACTIVE,pass
PACK.JK,6149989990400.0,Consumer Cyclical,Packaging & Containers,1597400064.0,3850.0,51,0.85,8,9228616000.0,3616500.0,0.0022639913954579,ACTIVE,pass
NICL.JK,10848311443456.0,Basic Materials,Other Industrial Metals & Mining,10635599872.0,1020.0,53,0.883,6,9078704000.0,10467100.0,0.000984156994055,ACTIVE,pass
BBYB.JK,3444429029376.0,Financial Services,Banks - Regional,13350500352.0,258.0,60,1.0,0,8074866300.0,34049900.0,0.0025504587170696,ACTIVE,pass
HATM.JK,2326239903744.0,Industrials,Marine Shipping,8679999488.0,268.0,60,1.0,0,8038539000.0,30998350.0,0.0035712386899163,ACTIVE,pass
CLEO.JK,13800000454656.0,Consumer Defensive,Beverages - Non-Alcoholic,24000000000.0,575.0,60,1.0,0,7989071000.0,12241300.0,0.0005100541666666,ACTIVE,pass
GOTO.JK,65421780713472.0,Technology,Software - Infrastructure,1055190024192.0,62.0,60,1.0,0,206599760000.0,3132418850.0,0.0029685826990248,DORMANT,price < floor
AMMN.JK,630908348530688.0,Basic Materials,Other Precious Metals & Mining,72518197248.0,8700.0,60,1.0,0,175314540000.0,24105050.0,0.0003324000170269,DORMANT,turnover < min
TPIA.JK,763396882432000.0,Basic Materials,Specialty Chemicals,86503899136.0,8825.0,60,1.0,0,125631627500.0,13745950.0,0.0001589055538223,DORMANT,turnover < min
BREN.JK,1063598721859584.0,Utilities,Utilities - Renewable,133786001408.0,7950.0,60,1.0,0,119736532500.0,19763250.0,0.0001477228543495,DORMANT,turnover < min
BUMI.JK,40846850260992.0,Energy,Thermal Coal,371335004160.0,110.0,60,1.0,0,118120974600.0,1016864800.0,0.0027384027592557,DORMANT,price < floor
CDIA.JK,197229813956608.0,,,124828999680.0,1580.0,20,0.87,2,69897100500.0,46136700.0,0.0003695992126691,DORMANT,turnover < min
ICBP.JK,109038759051264.0,Consumer Defensive,Packaged Foods,11661899776.0,9350.0,60,1.0,0,48389885000.0,4427100.0,0.0003796208237967,DORMANT,turnover < min
BKSL.JK,27168857915392.0,Real Estate,Real Estate - Development,357500000.0,162.0,60,1.0,0,31760728500.0,291912350.0,0.8165380419580419,DORMANT,price < floor
BUKA.JK,18046349475840.0,Consumer Cyclical,Internet Retail,103122001920.0,175.0,60,1.0,0,28032140250.0,196531950.0,0.0019058197701831,DORMANT,price < floor
CPIN.JK,73791002640384.0,Consumer Defensive,Farm Products,16398000128.0,4500.0,60,1.0,0,25690272000.0,5414300.0,0.0003301805072409,DORMANT,turnover < min
KIJA.JK,4091917369344.0,Real Estate,Real Estate - Development,711956992.0,199.0,60,1.0,0,24700211600.0,137243150.0,0.1927688772526304,DORMANT,price < floor
BULL.JK,1821196156928.0,Industrials,Marine Shipping,14117799936.0,129.0,60,1.0,0,21202950550.0,171183800.0,0.0121253878632665,DORMANT,price < floor
NCKL.JK,63046403751936.0,Basic Materials,Other Industrial Metals & Mining,63046402048.0,1000.0,60,1.0,0,19503865000.0,29225200.0,0.0004635506396978,DORMANT,turnover < min
WIRG.JK,1384877654016.0,Technology,Information Technology Services,11938599936.0,116.0,60,1.0,0,18310792500.0,204869600.0,0.0171602701404065,DORMANT,price < floor
AYAM.JK,680000028672.0,Consumer Defensive,Farm Products,4000000000.0,170.0,60,1.0,0,18119876900.0,120362100.0,0.030090525,DORMANT,price < floor
OASA.JK,1250402369536.0,Utilities,Utilities - Renewable,6347219968.0,197.0,57,0.95,3,17177268250.0,120505650.0,0.018985579609268,DORMANT,price < floor
MYOR.JK,49261123207168.0,Consumer Defensive,Packaged Foods,22290100224.0,2210.0,60,1.0,0,15531252500.0,7255950.0,0.0003255234353853,DORMANT,turnover < min
TOWR.JK,36640823181312.0,Communication Services,Telecom Services,59098099712.0,620.0,60,1.0,0,15417027750.0,27618400.0,0.0004673314393287,DORMANT,turnover < min
BIPI.JK,5988758847488.0,Industrials,Infrastructure Operations,60059398144.0,94.0,60,1.0,0,14426300150.0,180336850.0,0.0030026416443205,DORMANT,price < floor
PNBN.JK,27555342057472.0,Financial Services,Banks - Regional,24065800192.0,1145.0,60,1.0,0,14421004500.0,11467300.0,0.0004764977648161,DORMANT,turnover < min
DOOH.JK,1207266836480.0,Communication Services,Advertising Agencies,7738890240.0,156.0,60,1.0,0,12260191400.0,126262500.0,0.0163153237847187,DORMANT,price < floor
GPRA.JK,675712270336.0,Real Estate,Real Estate - Development,4276659968.0,158.0,60,1.0,0,11829447700.0,89320100.0,0.020885480881888,DORMANT,price < floor
SRTG.JK,23635152601088.0,Financial Services,Asset Management,13544500224.0,1745.0,60,1.0,0,10809540500.0,6361950.0,0.0004697072534818,DORMANT,turnover < min
IOTF.JK,444385198080.0,Technology,Communication Equipment,5290299904.0,84.0,60,1.0,0,9984908300.0,76313500.0,0.0144251746375095,DORMANT,price < floor
CMRY.JK,39673401442304.0,Consumer Defensive,Packaged Foods,7934680064.0,5000.0,60,1.0,0,8777056500.0,1929000.0,0.0002431099911327,DORMANT,turnover < min
HMSP.JK,61066952310784.0,Consumer Defensive,Tobacco,116318003200.0,525.0,60,1.0,0,8427202500.0,14019900.0,0.0001205307829768,DORMANT,turnover < min
MINA.JK,1890000044032.0,Consumer Cyclical,Lodging,9843749888.0,192.0,58,0.967,1,7935806900.0,74171700.0,0.0075349029428733,DORMANT,price < floor
MTEL.JK,50956750290944.0,Communication Services,Telecom Services,81530798080.0,625.0,60,1.0,0,7790518750.0,13162150.0,0.0001614377671991,DORMANT,turnover < min
AVIA.JK,25994993860608.0,Basic Materials,Specialty Chemicals,60173598720.0,432.0,60,1.0,0,7784360100.0,17556550.0,0.0002917649994924,DORMANT,turnover < min
IMPC.JK,35817212870656.0,Industrials,Building Products & Equipment,54268502016.0,660.0,60,1.0,0,7709635200.0,22965150.0,0.0004231764125943,DORMANT,turnover < min
SMBR.JK,2880433553408.0,Basic Materials,Building Materials,9932529664.0,290.0,60,1.0,0,7117955800.0,23720050.0,0.002388117710433,DORMANT,med_value_90d < min
AWAN.JK,906840047616.0,Communication Services,Internet Content & Information,3435000064.0,264.0,60,1.0,0,6450081800.0,22484650.0,0.0065457495141403,DORMANT,med_value_90d < min
PYFA.JK,5843083853824.0,Healthcare,Drug Manufacturers - Specialty & Generic,11236700160.0,520.0,59,0.983,1,6273401600.0,27407150.0,0.0024390746046212,DORMANT,med_value_90d < min
CHEK.JK,814439333888.0,Healthcare,Medical Devices,4113329920.0,198.0,22,1.0,0,6192110300.0,32107900.0,0.0078058168502078,DORMANT,price < floor; med_value_90d < min
SMDR.JK,5403948089344.0,Industrials,Marine Shipping,16375600128.0,330.0,60,1.0,0,6087866000.0,20880150.0,0.0012750769337789,DORMANT,med_value_90d < min
BBKP.JK,11273279373312.0,Financial Services,Banks - Regional,187866005504.0,60.0,60,1.0,0,6042270000.0,101459350.0,0.0005400623158394,DORMANT,price < floor; med_value_90d < min
BFIN.JK,12933884018688.0,Financial Services,Credit Services,15039399936.0,860.0,60,1.0,0,5953226500.0,7003800.0,0.0004656967717997,DORMANT,med_value_90d < min; turnover < min
ADHI.JK,2101902442496.0,Industrials,Engineering & Construction,8407609856.0,250.0,60,1.0,0,5947545600.0,24878000.0,0.0029589860169648,DORMANT,med_value_90d < min
LPPF.JK,1823967543296.0,Consumer Cyclical,Department Stores,1395970.0,1560.0,60,1.0,0,5828246250.0,3234550.0,2.317062687593573,DORMANT,med_value_90d < min
BMTR.JK,2322055036928.0,Communication Services,Entertainment,16352499712.0,142.0,60,1.0,0,5727651400.0,43488300.0,0.0026594282688222,DORMANT,price < floor; med_value_90d < min
MNCN.JK,3412617854976.0,Communication Services,Advertising Agencies,13227200512.0,258.0,60,1.0,0,5724319800.0,22693250.0,0.0017156502601901,DORMANT,med_value_90d < min
BJTM.JK,7582827151360.0,Financial Services,Banks - Regional,3081349888.0,505.0,60,1.0,0,5700878500.0,11439200.0,0.0037123989211834,DORMANT,med_value_90d < min
TKIM.JK,21792540327936.0,Basic Materials,Paper & Paper Products,3113220096.0,7000.0,60,1.0,0,5633862500.0,1040200.0,0.0003341235016876,DORMANT,med_value_90d < min; turnover < min
NISP.JK,30976155582464.0,Financial Services,Banks - Regional,22945300480.0,1350.0,60,1.0,0,5554460500.0,4143150.0,0.0001805663867253,DORMANT,med_value_90d < min; turnover < min
GJTL.JK,3554098282496.0,Consumer Cyclical,Auto Parts,3484410112.0,1020.0,60,1.0,0,5470943750.0,5089250.0,0.0014605772100342,DORMANT,med_value_90d < min
APIC.JK,12707603415040.0,Financial Services,Insurance - Life,140024000.0,1080.0,60,1.0,0,5189347250.0,4495550.0,0.0321055676169799,DORMANT,med_value_90d < min
BANK.JK,11989958000640.0,Financial Services,Banks - Regional,14621899776.0,820.0,60,1.0,0,5161914500.0,6230600.0,0.0004261142598054,DORMANT,med_value_90d < min; turnover < min
CASA.JK,58834403983360.0,Financial Services,Insurance - Life,54476300288.0,1080.0,60,1.0,0,5123043500.0,5515950.0,0.0001012541228174,DORMANT,med_value_90d < min; turnover < min
AUTO.JK,10507011489792.0,Consumer Cyclical,Auto Parts,4819729920.0,2180.0,60,1.0,0,5110428000.0,2444650.0,0.0005072172176817,DORMANT,med_value_90d < min
PANR.JK,1040625041408.0,Consumer Cyclical,Travel Services,1387500032.0,750.0,60,1.0,0,4868771250.0,5776750.0,0.0041634233274021,DORMANT,med_value_90d < min
MTMH.JK,1809963810816.0,Healthcare,Medical Care Facilities,2068530048.0,875.0,60,1.0,0,4790689000.0,5282700.0,0.0025538425246022,DORMANT,med_value_90d < min
DMAS.JK,6651337768960.0,Real Estate,Real Estate - Development,48198098944.0,138.0,60,1.0,0,4780280950.0,34254700.0,0.0007107064542068,DORMANT,price < floor; med_value_90d < min
CARE.JK,8778000367616.0,Healthcare,Medical Care Facilities,33250000896.0,264.0,60,1.0,0,4717644600.0,20086450.0,0.0006041037431194,DORMANT,med_value_90d < min
GGRM.JK,16450969403392.0,Consumer Defensive,Tobacco,1924089984.0,8550.0,60,1.0,0,4714095000.0,504100.0,0.0002619939837491,DORMANT,med_value_90d < min; turnover < min
ASSA.JK,3377393303552.0,Industrials,Rental & Leasing Services,3691140096.0,915.0,60,1.0,0,4634374000.0,6518050.0,0.0017658636167896,DORMANT,med_value_90d < min
DOID.JK,2620978102272.0,Energy,Thermal Coal,7445960192.0,352.0,60,1.0,0,4616419000.0,10849150.0,0.0014570518402255,DORMANT,med_value_90d < min
DGWG.JK,2399998836736.0,Basic Materials,Agricultural Inputs,5882350080.0,408.0,60,1.0,0,4535189000.0,10848750.0,0.0018442883970618,DORMANT,med_value_90d < min
ULTJ.JK,13309695754240.0,Consumer Defensive,Beverages - Non-Alcoholic,10398199808.0,1280.0,60,1.0,0,4475262750.0,3278550.0,0.0003152997692425,DORMANT,med_value_90d < min; turnover < min
CNMA.JK,11751644987392.0,Communication Services,Entertainment,83344998400.0,141.0,60,1.0,0,4429947900.0,31491900.0,0.0003778499082675,DORMANT,price < floor; med_value_90d < min; turnover < min
SOLA.JK,564934017024.0,Industrials,Engineering & Construction,3284499968.0,172.0,54,0.9,5,4379206500.0,39469500.0,0.0120168976661716,DORMANT,price < floor; med_value_90d < min
MLPL.JK,1842381193216.0,Consumer Cyclical,Department Stores,467942016.0,118.0,60,1.0,0,4309740050.0,42271100.0,0.0903340554057022,DORMANT,price < floor; med_value_90d < min
BEEF.JK,2533517950976.0,Consumer Defensive,Packaged Foods,8120249856.0,312.0,59,0.983,1,4243232797.5049744,19067683.5,0.0023481646301697,DORMANT,med_value_90d < min
SNLK.JK,227249995776.0,Consumer Cyclical,Lodging,450000000.0,505.0,60,1.0,0,4026275500.0,7163850.0,0.0159196666666666,DORMANT,med_value_90d < min
ASPR.JK,254927994880.0,Consumer Cyclical,Packaging & Containers,2712000000.0,94.0,24,1.0,0,3973426700.0,39729550.0,0.0146495390855457,DORMANT,price < floor; med_value_90d < min
